#Digilent WaveForms Impedance Analyzer
#Device Name: DY_Discovery1
#Serial Number: SN:210244704387
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 100 Hz
#Stop: 5e+06 Hz
#Steps: 101
#Resistor: 1000 ¦¸
#Average: 1
#ProbeResistance: 1.041e+06 ¦¸
#ProbeCapacitance: 4.5e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 0.1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.48591 V
#Offset: -0.000257542 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.5047 V
#Offset: -0.000259064 V
#Attenuation: 1 X

Frequency (Hz)	Trace < (deg)	Trace th (deg)	Trace Vin (V)	Trace Vout (V)	Trace Vout/Vin (V)
100	-178.2990980148644	-178.3015742361681	0.09568894899707114	2.205296679221925	23.04651375457604
111.4268106709143	-178.4690163706404	-178.4717755450638	0.09679221091897475	2.227210601238589	23.01022551394139
124.1593413629177	-178.6402252016306	-178.6432996616908	0.09769072316960538	2.245435253673725	22.98514312126978
138.3467942307124	-178.7826873780602	-178.7861131508499	0.09841765609523803	2.260134790090153	22.96472888871726
154.1554204767356	-178.9379533585642	-178.9417705879235	0.09907542992379657	2.272479845416043	22.93686585224925
171.7704685135639	-179.0578717430645	-179.062125159994	0.09958848297141536	2.283122231661249	22.92556492015817
191.3983547391513	-179.1493481652971	-179.154087612124	0.09998752099304439	2.291779671673807	22.92065698711777
213.269082362439	-179.2481550111713	-179.2534360256112	0.1003203028369807	2.29870758740415	22.91368269830208
237.6389366235905	-179.319833528026	-179.3257179939835	0.1006231668578135	2.304424660301024	22.90153184661055
264.7934879919427	-179.4073632335218	-179.4139201062576	0.1008584325800353	2.309512224239808	22.89855359795639
295.050938533692	-179.4561646357534	-179.463470749915	0.1010222598232434	2.313310776934875	22.89902028505823
328.7658506626926	-179.5182734241623	-179.5264143941458	0.1012232279310869	2.317194624435924	22.89192581384064
366.3333019685392	-179.5826312594828	-179.5917024826783	0.1013066834455882	2.319366975672367	22.89451097190542
408.1935148089927	-179.6065173170739	-179.6166250917491	0.1014124346351912	2.321494392418783	22.89161482780534
454.8370149171666	-179.6407554914132	-179.6520182623353	0.1014834416282928	2.323054778809886	22.89097355722942
506.8103794729898	-179.6876702901922	-179.7002200365848	0.1015736209246553	2.324765008392375	22.88748778697991
564.7226419959104	-179.7004801189954	-179.7144639010941	0.1016145044058808	2.325643976949513	22.88692928777321
629.2524291125679	-179.7161550567679	-179.7317367390968	0.1016350314545011	2.327089105792391	22.89652566137255
701.1559128293893	-179.7108452212722	-179.7282073928367	0.1017500692151376	2.328152762343684	22.88109266462612
781.2756714963242	-179.7479432102394	-179.7672893241339	0.1017048524496601	2.327855834002276	22.88834581569717
870.550563296124	-179.7420488682394	-179.7636056257429	0.1017452415808631	2.32899747013084	22.89048051726178
970.0267279585497	-179.7452197374448	-179.7692397445413	0.1017151774456232	2.329034064839295	22.89760607343377
1080.869845619638	-179.748819149788	-179.7755838772397	0.1017651116744981	2.329529882148028	22.8912428219916
1204.378796477597	-179.7469388756259	-179.776761957286	0.1017769978505258	2.329777529777559	22.89100267232457
1342.000881311729	-179.7378222304986	-179.7710531385112	0.1018562090350658	2.332133076141615	22.89632706965108
1495.348781221221	-179.7282980449602	-179.7653261849125	0.1017992013682184	2.330504211960754	22.89314828248088
1666.219455321193	-179.7034012569623	-179.7446605309743	0.1018431585525493	2.331799954956679	22.89599014894565
1856.615197842686	-179.6593280539846	-179.7053019452022	0.1018210983682612	2.331016902057308	22.89326023204551
2068.767101387591	-179.6691991873802	-179.7204264254492	0.1018757319757903	2.332005441152102	22.89068648563212
2305.161201285311	-179.6395441894217	-179.6966250633222	0.101823309555309	2.332462681255854	22.90696198583971
2568.567607415556	-179.5847646169484	-179.6483680091551	0.1018528749102557	2.332876947479583	22.90437996507334
2862.072964869367	-179.5534506033608	-179.6243218277421	0.1018170584025255	2.331810067821112	22.90195871307233
3189.116623828411	-179.49489394231	-179.5738634775914	0.1018358875959667	2.33256036589145	22.90509191755533
3553.530942507937	-179.4420157841043	-179.5300090052088	0.1019560960561197	2.334702633449867	22.89909798198605
3959.586195440673	-179.3932369175085	-179.4912849387686	0.1019134720241332	2.33307416231863	22.892696284218
4412.040613345332	-179.3001528583311	-179.4094046155825	0.101869827982342	2.33367547149414	22.90840691218854
4916.196140956152	-179.2601781298948	-179.3819138429574	0.1018869367793244	2.334006268400138	22.90780685118969
5477.960566194004	-179.1464637499477	-179.2821099231479	0.1020109272829582	2.336675055371567	22.90612503590023
6103.916748720334	-179.0745000794632	-179.2256462158343	0.1020491815642999	2.338009061521279	22.91061060639793
6801.399759106832	-178.9577286524303	-179.126145877257	0.1020607285258588	2.337087064414225	22.8989847336048
7578.582832551996	-178.8281434077567	-179.0158052194246	0.1021280247613962	2.338514291635532	22.89787056098512
8444.573144366113	-178.7032936480966	-178.9123990390369	0.1021252701306047	2.338672178778754	22.90003420101512
9409.5185295397	-178.5525549989332	-178.7855542170784	0.1021028542824884	2.338685174923552	22.90518900140737
10484.7263969548	-178.4016810514735	-178.6613043033853	0.1022438964857788	2.341235194400847	22.89853257623541
11682.79623169819	-178.2055983783512	-178.4948878093774	0.1022623544690426	2.34137853344171	22.8958011537912
13017.76723816306	-178.0111962974443	-178.3335416222824	0.102273099240385	2.341248680711868	22.89212606346214
